瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),嚼档(%),利汲(cm),傈款樊(10盒困)
146,傈林,2022-07-12 15:00,28.9,,1.4,80,,9
146,傈林,2022-07-12 16:00,29,,1.6,76,,9
146,傈林,2022-07-12 17:00,29,0,.5,77,,9
146,傈林,2022-07-12 18:00,28.3,,1,82,,9
146,傈林,2022-07-12 19:00,28.3,,.8,80,,10
146,傈林,2022-07-12 20:00,27.7,,1,85,,10
146,傈林,2022-07-12 21:00,27.2,,1.4,87,,10
146,傈林,2022-07-12 22:00,27.7,,1.4,85,,10
146,傈林,2022-07-12 23:00,27.1,0,2.3,80,,10
146,傈林,2022-07-13 00:00,26.5,,1,79,,6
146,傈林,2022-07-13 01:00,25.8,,2,81,,10
146,傈林,2022-07-13 02:00,26,,1.7,77,,10
146,傈林,2022-07-13 03:00,25.7,,.9,77,,10
146,傈林,2022-07-13 04:00,25.2,,2.1,79,,10
146,傈林,2022-07-13 05:00,25.1,,2.2,78,,10
146,傈林,2022-07-13 06:00,25,,1.4,79,,10
146,傈林,2022-07-13 07:00,25.4,,1.8,78,,10
146,傈林,2022-07-13 08:00,26.3,,1,75,,10
146,傈林,2022-07-13 09:00,26.2,,2.3,76,,10
146,傈林,2022-07-13 10:00,26.8,,2,75,,10
146,傈林,2022-07-13 11:00,26.6,0,2.1,77,,10
146,傈林,2022-07-13 12:00,26.5,.1,2.6,83,,10
146,傈林,2022-07-13 13:00,27.1,0,2.6,78,,10
146,傈林,2022-07-13 14:00,24.7,2.8,3.1,93,,10
146,傈林,2022-07-13 15:00,25.2,1.1,2.4,92,,10
146,傈林,2022-07-13 16:00,26.2,,2.5,82,,10
146,傈林,2022-07-13 17:00,26.7,0,3.2,76,,10
146,傈林,2022-07-13 18:00,26.9,0,2.6,75,,10
146,傈林,2022-07-13 19:00,27,0,3.2,71,,10
146,傈林,2022-07-13 20:00,26.5,0,2.3,74,,10
146,傈林,2022-07-13 21:00,26.7,,2.3,73,,10
146,傈林,2022-07-13 22:00,26.7,,2.5,73,,10
146,傈林,2022-07-13 23:00,26.7,,2.3,75,,7
146,傈林,2022-07-14 00:00,26.7,,2.1,77,,10
146,傈林,2022-07-14 01:00,26,.1,1.5,82,,10
146,傈林,2022-07-14 02:00,25.3,1.4,1.5,91,,10
146,傈林,2022-07-14 03:00,25.1,.6,1,95,,10
146,傈林,2022-07-14 04:00,25.4,.6,1.7,96,,10
146,傈林,2022-07-14 05:00,25.2,0,2.3,94,,10
146,傈林,2022-07-14 06:00,24.7,,1.6,91,,10
146,傈林,2022-07-14 07:00,24.7,,1.3,91,,8
146,傈林,2022-07-14 08:00,25.2,,1.7,88,,9
146,傈林,2022-07-14 09:00,25,0,2,89,,9
146,傈林,2022-07-14 10:00,25.4,,1.4,88,,9
146,傈林,2022-07-14 11:00,26.6,,.8,82,,9
146,傈林,2022-07-14 12:00,26.5,,2.6,81,,9
146,傈林,2022-07-14 13:00,27.7,,2.9,74,,9
146,傈林,2022-07-14 14:00,27.2,,3.1,77,,9
146,傈林,2022-07-14 15:00,26.8,,2.8,80,,9
146,傈林,2022-07-14 16:00,26.3,,2.9,81,,9
146,傈林,2022-07-14 17:00,26.7,,2,79,,8
146,傈林,2022-07-14 18:00,26.3,,2.5,78,,6
146,傈林,2022-07-14 19:00,26.1,,1.7,77,,7
146,傈林,2022-07-14 20:00,25.2,,2.2,81,,8
146,傈林,2022-07-14 21:00,24.8,,1.7,85,,7
146,傈林,2022-07-14 22:00,24.4,,1.9,85,,8
146,傈林,2022-07-14 23:00,24.1,,1,86,,7
146,傈林,2022-07-15 00:00,23.9,,1.1,86,,8
146,傈林,2022-07-15 01:00,23.8,,1.5,87,,6
146,傈林,2022-07-15 02:00,23.5,,.9,88,,5
146,傈林,2022-07-15 03:00,23.4,,1,88,,7
146,傈林,2022-07-15 04:00,22.9,,.2,89,,6
146,傈林,2022-07-15 05:00,22.4,,.7,92,,7
146,傈林,2022-07-15 06:00,22.1,,.5,92,,4
146,傈林,2022-07-15 07:00,23.2,,.1,88,,3
146,傈林,2022-07-15 08:00,24.3,,0,82,,7
146,傈林,2022-07-15 09:00,24.5,,1.5,81,,4
146,傈林,2022-07-15 10:00,26.1,,1.5,71,,7
146,傈林,2022-07-15 11:00,27.2,,1.8,65,,7
146,傈林,2022-07-15 12:00,27.5,,1.5,63,,8
146,傈林,2022-07-15 13:00,28.3,,.9,59,,9
146,傈林,2022-07-15 14:00,29.1,,.8,59,,9
146,傈林,2022-07-15 15:00,29.8,,1.3,58,,9
146,傈林,2022-07-15 16:00,30.2,,1.6,56,,8
146,傈林,2022-07-15 17:00,28.8,,1.4,60,,7
146,傈林,2022-07-15 18:00,29.5,,1.1,56,,2
146,傈林,2022-07-15 19:00,28.6,,1.5,65,,0
146,傈林,2022-07-15 20:00,26.5,,2.3,69,,0
146,傈林,2022-07-15 21:00,25.6,,1,73,,4
146,傈林,2022-07-15 22:00,24.8,,1.2,79,,2
146,傈林,2022-07-15 23:00,24.5,,1.4,80,,2
146,傈林,2022-07-16 00:00,24.2,,1.5,84,,6
146,傈林,2022-07-16 01:00,23.6,,1.5,89,,7
146,傈林,2022-07-16 02:00,23.7,,1.1,89,,6
146,傈林,2022-07-16 03:00,23.8,,1.6,89,,8
146,傈林,2022-07-16 04:00,23.4,,.7,89,,8
146,傈林,2022-07-16 05:00,23.2,,.6,87,,4
146,傈林,2022-07-16 06:00,23.1,,.7,87,,5
146,傈林,2022-07-16 07:00,23.6,,.8,86,,8
146,傈林,2022-07-16 08:00,25.2,,.7,80,,8
146,傈林,2022-07-16 09:00,26.1,,1.3,77,,8
146,傈林,2022-07-16 10:00,26.9,,1.2,70,,8
146,傈林,2022-07-16 11:00,27.3,,1.3,66,,9
146,傈林,2022-07-16 12:00,28.6,,1.6,64,,8
146,傈林,2022-07-16 13:00,29.9,,2.2,58,,7
146,傈林,2022-07-16 14:00,30,,3.5,54,,4
146,傈林,2022-07-16 15:00,29.9,,4.4,53,,3
146,傈林,2022-07-16 16:00,29.8,,2.9,59,,3
146,傈林,2022-07-16 17:00,27.9,,3.9,65,,4
146,傈林,2022-07-16 18:00,27.8,,2.9,62,,4
146,傈林,2022-07-16 19:00,26.5,,3,72,,6
146,傈林,2022-07-16 20:00,25.4,,1.8,73,,4
146,傈林,2022-07-16 21:00,24.8,,1.5,76,,4
146,傈林,2022-07-16 22:00,24.9,,.8,77,,8
146,傈林,2022-07-16 23:00,24.5,,1.3,82,,5
146,傈林,2022-07-17 00:00,24.5,,1.3,83,,8
146,傈林,2022-07-17 01:00,24.3,,1.2,83,,9
146,傈林,2022-07-17 02:00,24.3,,.7,82,,10
146,傈林,2022-07-17 03:00,24.1,,.6,83,,6
146,傈林,2022-07-17 04:00,23.9,,1.4,85,,9
146,傈林,2022-07-17 05:00,23.7,,1.4,87,,7
146,傈林,2022-07-17 06:00,23.7,,1.5,88,,9
146,傈林,2022-07-17 07:00,24.1,,1.7,86,,9
146,傈林,2022-07-17 08:00,24.9,,1.9,82,,8
146,傈林,2022-07-17 09:00,25.9,,2.1,74,,7
146,傈林,2022-07-17 10:00,26.8,,2.2,69,,7
146,傈林,2022-07-17 11:00,29,,2.3,62,,7
146,傈林,2022-07-17 12:00,29,,2.3,60,,8
146,傈林,2022-07-17 13:00,29.4,,2.2,64,,8
146,傈林,2022-07-17 14:00,28.5,,3,62,,9
146,傈林,2022-07-17 15:00,28.2,,2.4,64,,9
146,傈林,2022-07-17 16:00,28.1,,2.2,66,,9
146,傈林,2022-07-17 17:00,27.7,,1.4,72,,9
146,傈林,2022-07-17 18:00,27.2,,1.5,74,,9
146,傈林,2022-07-17 19:00,26.8,,1.3,75,,10
146,傈林,2022-07-17 20:00,26.7,,1.2,76,,10
146,傈林,2022-07-17 21:00,26.6,,.6,78,,10
146,傈林,2022-07-17 22:00,26.4,,.2,79,,10
146,傈林,2022-07-17 23:00,25.8,,1.2,80,,10
146,傈林,2022-07-18 00:00,26,,.9,81,,9
146,傈林,2022-07-18 01:00,25.6,,.1,81,,6
146,傈林,2022-07-18 02:00,25.8,0,1.2,80,,10
146,傈林,2022-07-18 03:00,26.1,0,1.6,76,,10
146,傈林,2022-07-18 04:00,22.6,3.2,1.2,90,,10
146,傈林,2022-07-18 05:00,22.6,5.6,1,96,,10
146,傈林,2022-07-18 06:00,21.9,7.5,1,96,,10
146,傈林,2022-07-18 07:00,21.5,10.2,1.2,97,,10
146,傈林,2022-07-18 08:00,22,1.5,.6,97,,10
146,傈林,2022-07-18 09:00,22,6,.9,97,,10
146,傈林,2022-07-18 10:00,22.3,7.9,1.7,97,,10
146,傈林,2022-07-18 11:00,22.7,11.6,1.1,98,,10
146,傈林,2022-07-18 12:00,23.1,2.7,2.1,97,,10
146,傈林,2022-07-18 13:00,24.8,.2,2.1,91,,10
146,傈林,2022-07-18 14:00,24.2,.4,1.4,93,,10
146,傈林,2022-07-18 15:00,24.6,.2,1.6,91,,10
146,傈林,2022-07-18 16:00,23.8,1.9,1.3,95,,10
146,傈林,2022-07-18 17:00,23.5,9.4,1.4,97,,5
146,傈林,2022-07-18 18:00,23.8,3.1,.8,97,,10
146,傈林,2022-07-18 19:00,23.8,.2,.7,97,,10
146,傈林,2022-07-18 20:00,23.7,4.1,.6,98,,10
146,傈林,2022-07-18 21:00,22.7,1.5,1,98,,10
146,傈林,2022-07-18 22:00,22.6,2.7,.5,98,,10
146,傈林,2022-07-18 23:00,22.9,.1,.4,98,,10
146,傈林,2022-07-19 00:00,22.7,,1.4,98,,6
146,傈林,2022-07-19 01:00,22.3,1,1.7,98,,10
146,傈林,2022-07-19 02:00,22.2,.4,1,98,,10
146,傈林,2022-07-19 03:00,22,.2,.9,98,,10
146,傈林,2022-07-19 04:00,21.9,.1,1.6,98,,9
146,傈林,2022-07-19 05:00,21.9,,1.3,97,,6
146,傈林,2022-07-19 06:00,21.9,,1.1,96,,8
146,傈林,2022-07-19 07:00,22.3,,.2,94,,7
146,傈林,2022-07-19 08:00,23.1,,1.2,91,,8
146,傈林,2022-07-19 09:00,23.5,,1,90,,8
146,傈林,2022-07-19 10:00,24.8,,.8,84,,8
146,傈林,2022-07-19 11:00,25.9,,1,82,,10
146,傈林,2022-07-19 12:00,26.6,,.4,78,,9
146,傈林,2022-07-19 13:00,27.2,,2.5,77,,7
146,傈林,2022-07-19 14:00,28.8,,2.7,68,,6
146,傈林,2022-07-19 15:00,28.6,,3.6,69,,6
146,傈林,2022-07-19 16:00,28.2,,3.1,70,,7
146,傈林,2022-07-19 17:00,27.5,,3.2,71,,8
146,傈林,2022-07-19 18:00,27.3,,3.3,75,,6
146,傈林,2022-07-19 19:00,26,,2.1,81,,9
146,傈林,2022-07-19 20:00,25.1,,2.1,84,,7
146,傈林,2022-07-19 21:00,24.9,,1.7,86,,7
146,傈林,2022-07-19 22:00,24.5,,1,88,,7
146,傈林,2022-07-19 23:00,24.6,,1.2,88,,9
146,傈林,2022-07-20 00:00,24.4,,.4,87,,9
146,傈林,2022-07-20 01:00,24,,.4,89,,10
146,傈林,2022-07-20 02:00,23.6,,1.1,90,,10
146,傈林,2022-07-20 03:00,23.3,,.8,91,,9
146,傈林,2022-07-20 04:00,23.2,,1,91,,8
146,傈林,2022-07-20 05:00,22.9,,1,91,,9
146,傈林,2022-07-20 06:00,22.9,,.8,92,,8
146,傈林,2022-07-20 07:00,24,,.5,87,,7
146,傈林,2022-07-20 08:00,25.4,,.7,83,,8
146,傈林,2022-07-20 09:00,26.1,,.6,78,,8
146,傈林,2022-07-20 10:00,27.2,,.9,76,,8
146,傈林,2022-07-20 11:00,28.4,,.8,66,,5
146,傈林,2022-07-20 12:00,29.3,,1.3,63,,5
146,傈林,2022-07-20 13:00,31.1,,1.3,62,,4
146,傈林,2022-07-20 14:00,30.7,,1.6,58,,5
146,傈林,2022-07-20 15:00,31.4,,2.1,59,,4
146,傈林,2022-07-20 16:00,31.5,,1.5,61,,5
146,傈林,2022-07-20 17:00,30.3,,2.4,61,,9
146,傈林,2022-07-20 18:00,29.6,,2.3,65,,9
146,傈林,2022-07-20 19:00,28.4,,1.9,77,,10
146,傈林,2022-07-20 20:00,27.6,,1.1,79,,10
146,傈林,2022-07-20 21:00,27.5,,.8,80,,10
146,傈林,2022-07-20 22:00,26.4,0,.4,85,,10
146,傈林,2022-07-20 23:00,25.5,0,1,91,,10
146,傈林,2022-07-21 00:00,25.2,1.1,1.5,89,,10
146,傈林,2022-07-21 01:00,23.1,3.5,1.4,94,,10
146,傈林,2022-07-21 02:00,23.2,2.3,2,94,,10
146,傈林,2022-07-21 03:00,23.6,1,2.5,90,,10
146,傈林,2022-07-21 04:00,23.9,,1.4,89,,10
146,傈林,2022-07-21 05:00,24.3,0,1.1,88,,10
146,傈林,2022-07-21 06:00,24.6,.1,2,88,,10
146,傈林,2022-07-21 07:00,24.9,,2,87,,10
146,傈林,2022-07-21 08:00,26.3,,1.3,83,,10
146,傈林,2022-07-21 09:00,27,,4.9,76,,10
146,傈林,2022-07-21 10:00,26.3,,4.4,81,,10
146,傈林,2022-07-21 11:00,25.6,0,2.5,86,,10
146,傈林,2022-07-21 12:00,24.5,0,5,91,,10
146,傈林,2022-07-21 13:00,24,0,5.4,86,,10
146,傈林,2022-07-21 14:00,24.4,,6.1,80,,10
146,傈林,2022-07-21 15:00,24.5,,4.2,80,,10
146,傈林,2022-07-21 16:00,24.1,,3.7,81,,10
146,傈林,2022-07-21 17:00,24.4,0,4,78,,10
146,傈林,2022-07-21 18:00,24.8,,2.5,77,,7
146,傈林,2022-07-21 19:00,24.8,,3,80,,4
146,傈林,2022-07-21 20:00,24.2,,3.6,80,,9
146,傈林,2022-07-21 21:00,24,,3.1,81,,9
146,傈林,2022-07-21 22:00,23.8,,1.8,82,,10
146,傈林,2022-07-21 23:00,23.7,,2.4,85,,8
146,傈林,2022-07-22 00:00,23.6,,2.2,85,,8
146,傈林,2022-07-22 01:00,23.3,,2,87,,7
146,傈林,2022-07-22 02:00,23,,1.7,89,,7
146,傈林,2022-07-22 03:00,23,,1,89,,8
146,傈林,2022-07-22 04:00,23.2,,1.7,88,,10
146,傈林,2022-07-22 05:00,23,,.6,89,,8
146,傈林,2022-07-22 06:00,22.8,,1.5,89,,2
146,傈林,2022-07-22 07:00,23.5,,1.9,86,,7
146,傈林,2022-07-22 08:00,24.5,,1.6,81,,5
146,傈林,2022-07-22 09:00,25.5,,2.9,74,,6
146,傈林,2022-07-22 10:00,26.7,,1.9,69,,7
146,傈林,2022-07-22 11:00,26.1,,1.8,69,,7
146,傈林,2022-07-22 12:00,27.5,,2,64,,7
146,傈林,2022-07-22 13:00,27.4,,2.7,69,,7
146,傈林,2022-07-22 14:00,28.2,,2.7,65,,5
146,傈林,2022-07-22 15:00,28.7,,3.1,62,,6
146,傈林,2022-07-22 16:00,28.5,,3.3,66,,5
146,傈林,2022-07-22 17:00,27.8,,2.8,67,,3
146,傈林,2022-07-22 18:00,27.4,,3,66,,2
146,傈林,2022-07-22 19:00,26.3,,2.9,68,,2
146,傈林,2022-07-22 20:00,25,,1.9,75,,2
146,傈林,2022-07-22 21:00,24.8,,.9,76,,1
146,傈林,2022-07-22 22:00,24.4,,.8,80,,4
146,傈林,2022-07-22 23:00,24,,.7,81,,3
146,傈林,2022-07-23 00:00,23.1,,.6,85,,0
146,傈林,2022-07-23 01:00,22.7,,.7,86,,2
146,傈林,2022-07-23 02:00,22.7,,.5,86,,5
146,傈林,2022-07-23 03:00,22,,1.4,89,,0
146,傈林,2022-07-23 04:00,21.7,,1.1,89,,4
146,傈林,2022-07-23 05:00,21.3,,1,90,,0
146,傈林,2022-07-23 06:00,21.7,,.8,90,,3
146,傈林,2022-07-23 07:00,23.1,,1.3,82,,0
146,傈林,2022-07-23 08:00,25.3,,.7,75,,2
146,傈林,2022-07-23 09:00,25.4,,1.8,75,,7
146,傈林,2022-07-23 10:00,25.6,,1.9,74,,8
146,傈林,2022-07-23 11:00,26.5,,1.4,69,,10
146,傈林,2022-07-23 12:00,27.3,,1.5,67,,10
146,傈林,2022-07-23 13:00,28.2,,1.2,65,,10
146,傈林,2022-07-23 14:00,27.9,0,1.6,62,,10
146,傈林,2022-07-23 15:00,27.7,0,1.3,67,,10
146,傈林,2022-07-23 16:00,27.6,0,1.6,70,,10
146,傈林,2022-07-23 17:00,26.8,0,2.5,72,,10
146,傈林,2022-07-23 18:00,26.8,0,2.9,69,,10
146,傈林,2022-07-23 19:00,24.6,.1,2.7,81,,10
146,傈林,2022-07-23 20:00,25.6,0,3.7,73,,10
146,傈林,2022-07-23 21:00,25.7,,3.6,70,,10
146,傈林,2022-07-23 22:00,25.3,0,4.7,69,,10
146,傈林,2022-07-23 23:00,23.8,.5,1.8,82,,10
146,傈林,2022-07-24 00:00,24.2,.7,3,82,,10
146,傈林,2022-07-24 01:00,23,1.1,1.4,91,,10
146,傈林,2022-07-24 02:00,23.4,.1,1.5,90,,8
146,傈林,2022-07-24 03:00,24,0,2.3,88,,10
146,傈林,2022-07-24 04:00,24,0,2.1,89,,6
146,傈林,2022-07-24 05:00,24.2,0,1.2,88,,9
146,傈林,2022-07-24 06:00,24.7,,.8,84,,9
146,傈林,2022-07-24 07:00,24.5,,.7,89,,10
146,傈林,2022-07-24 08:00,24.5,0,.7,89,,10
146,傈林,2022-07-24 09:00,25.4,0,1.2,84,,10
146,傈林,2022-07-24 10:00,24.6,.1,1.3,90,,10
146,傈林,2022-07-24 11:00,26.2,,2.6,78,,10
146,傈林,2022-07-24 12:00,26.1,0,2.8,79,,10
146,傈林,2022-07-24 13:00,25.6,,3.4,84,,10
146,傈林,2022-07-24 14:00,25.8,,3,84,,10
146,傈林,2022-07-24 15:00,24.9,.2,1.3,92,,10
146,傈林,2022-07-24 16:00,25,.6,2.2,91,,10
146,傈林,2022-07-24 17:00,25.3,0,2.8,91,,10
146,傈林,2022-07-24 18:00,25,.4,3.3,92,,10
146,傈林,2022-07-24 19:00,24.7,,2.5,92,,7
146,傈林,2022-07-24 20:00,24.4,,2.5,92,,9
146,傈林,2022-07-24 21:00,24.2,,2.6,92,,9
146,傈林,2022-07-24 22:00,23.9,0,2.6,94,,8
146,傈林,2022-07-24 23:00,23.8,0,1.9,94,,9
146,傈林,2022-07-25 00:00,23.8,,1.8,93,,9
146,傈林,2022-07-25 01:00,23.5,,2,94,,10
146,傈林,2022-07-25 02:00,23.4,,1.8,93,,9
146,傈林,2022-07-25 03:00,23.5,,1.4,92,,9
146,傈林,2022-07-25 04:00,23.6,,1.1,92,,9
146,傈林,2022-07-25 05:00,23.6,,1.1,92,,8
146,傈林,2022-07-25 06:00,23.6,,1.3,92,,9
146,傈林,2022-07-25 07:00,24.3,0,1.2,90,,7
146,傈林,2022-07-25 08:00,25.5,,.6,84,,9
146,傈林,2022-07-25 09:00,25.1,,1.5,86,,9
146,傈林,2022-07-25 10:00,26.2,,1.5,80,,9
146,傈林,2022-07-25 11:00,27.6,,.7,77,,8
146,傈林,2022-07-25 12:00,28.8,,1.2,68,,7
146,傈林,2022-07-25 13:00,29.8,,2.2,68,,6
146,傈林,2022-07-25 14:00,29.2,,2.3,70,,7
146,傈林,2022-07-25 15:00,30.3,,3.3,66,,6
146,傈林,2022-07-25 16:00,29.3,,3.8,69,,4
146,傈林,2022-07-25 17:00,29.1,,2.9,68,,2
146,傈林,2022-07-25 18:00,29.1,,2.1,69,,0
146,傈林,2022-07-25 19:00,28.1,,1.3,72,,0
146,傈林,2022-07-25 20:00,26.7,,1.8,77,,3
146,傈林,2022-07-25 21:00,26.1,,1.9,79,,0
146,傈林,2022-07-25 22:00,25.6,,1.7,83,,0
146,傈林,2022-07-25 23:00,25.2,,1,85,,1
146,傈林,2022-07-26 00:00,25,,1.1,87,,8
146,傈林,2022-07-26 01:00,25.1,,.6,86,,4
146,傈林,2022-07-26 02:00,24.6,,1,89,,8
146,傈林,2022-07-26 03:00,23.9,,1.2,91,,0
146,傈林,2022-07-26 04:00,23.5,,.7,92,,0
146,傈林,2022-07-26 05:00,23.2,,.6,93,,0
146,傈林,2022-07-26 06:00,23.6,,.6,93,,0
146,傈林,2022-07-26 07:00,24.9,,1.4,86,,0
146,傈林,2022-07-26 08:00,27.1,,.2,78,,0
146,傈林,2022-07-26 09:00,28,,.7,73,,0
146,傈林,2022-07-26 10:00,29.9,,1.1,73,,0
146,傈林,2022-07-26 11:00,30.3,,1.7,70,,5
146,傈林,2022-07-26 12:00,30.8,,1.2,67,,6
146,傈林,2022-07-26 13:00,31.6,,1.3,62,,6
146,傈林,2022-07-26 14:00,30.4,,3,69,,8
146,傈林,2022-07-26 15:00,30.6,,3.2,72,,5
146,傈林,2022-07-26 16:00,30.4,,3,71,,4
146,傈林,2022-07-26 17:00,30.9,,3.4,71,,4
146,傈林,2022-07-26 18:00,29.6,,2.4,73,,2
146,傈林,2022-07-26 19:00,27.9,,2.4,79,,5
146,傈林,2022-07-26 20:00,26.6,,1.5,83,,6
146,傈林,2022-07-26 21:00,26.7,,.7,80,,8
146,傈林,2022-07-26 22:00,26.6,,0,81,,7
146,傈林,2022-07-26 23:00,25.7,,1.1,88,,6
146,傈林,2022-07-27 00:00,26.1,,1,86,,7
146,傈林,2022-07-27 01:00,26,,.5,88,,5
146,傈林,2022-07-27 02:00,25.3,,.9,91,,6
146,傈林,2022-07-27 03:00,25.2,,.4,90,,7
146,傈林,2022-07-27 04:00,25,,.8,91,,4
146,傈林,2022-07-27 05:00,24.7,,1.2,91,,2
146,傈林,2022-07-27 06:00,24.4,,1.7,89,,2
146,傈林,2022-07-27 07:00,25.4,,1.1,84,,8
146,傈林,2022-07-27 08:00,27.1,,1.7,76,,8
146,傈林,2022-07-27 09:00,27.1,,.8,75,,8
146,傈林,2022-07-27 10:00,29,,1.8,67,,5
146,傈林,2022-07-27 11:00,29.4,,2.9,59,,8
146,傈林,2022-07-27 12:00,30.4,,2.3,57,,8
146,傈林,2022-07-27 13:00,31.4,,1.8,52,,7
146,傈林,2022-07-27 14:00,31.7,,1.8,49,,7
146,傈林,2022-07-27 15:00,31.9,,2.3,48,,1
146,傈林,2022-07-27 16:00,32.3,,1.8,50,,4
146,傈林,2022-07-27 17:00,31.8,,1.7,50,,5
146,傈林,2022-07-27 18:00,32.3,,1.4,51,,6
146,傈林,2022-07-27 19:00,30.4,,1.8,55,,2
146,傈林,2022-07-27 20:00,29.1,,1.9,62,,2
146,傈林,2022-07-27 21:00,28.2,,2,66,,2
146,傈林,2022-07-27 22:00,27.3,,1.7,70,,2
146,傈林,2022-07-27 23:00,26.8,,1.6,71,,2
146,傈林,2022-07-28 00:00,26,,1.7,74,,4
146,傈林,2022-07-28 01:00,25.5,,2,76,,4
146,傈林,2022-07-28 02:00,25.1,,2,78,,2
146,傈林,2022-07-28 03:00,25.1,,1.5,78,,3
146,傈林,2022-07-28 04:00,24.9,,1.3,78,,3
146,傈林,2022-07-28 05:00,24.2,,1.1,82,,3
146,傈林,2022-07-28 06:00,23.6,,1.1,85,,4
146,傈林,2022-07-28 07:00,24.5,,.4,80,,0
146,傈林,2022-07-28 08:00,26.5,,1,74,,0
146,傈林,2022-07-28 09:00,28.6,,1,64,,0
146,傈林,2022-07-28 10:00,29.8,,1.3,64,,0
146,傈林,2022-07-28 11:00,31.3,,1.8,61,,0
146,傈林,2022-07-28 12:00,32.6,,1.3,60,,4
146,傈林,2022-07-28 13:00,33.5,,1.6,58,,2
146,傈林,2022-07-28 14:00,32.7,,3.9,53,,2
146,傈林,2022-07-28 15:00,33.3,,2.5,54,,4
146,傈林,2022-07-28 16:00,33.3,,3,51,,5
146,傈林,2022-07-28 17:00,33.4,,3.4,51,,2
146,傈林,2022-07-28 18:00,32.7,,3.1,50,,2
146,傈林,2022-07-28 19:00,31.6,,2.1,52,,3
146,傈林,2022-07-28 20:00,30.8,,1.6,56,,2
146,傈林,2022-07-28 21:00,29,,.6,67,,2
146,傈林,2022-07-28 22:00,28.5,,1,69,,3
146,傈林,2022-07-28 23:00,27.9,,1.4,72,,2
146,傈林,2022-07-29 00:00,27.6,,1.5,74,,2
146,傈林,2022-07-29 01:00,27.4,,1.4,76,,5
146,傈林,2022-07-29 02:00,26.9,,1.7,78,,5
146,傈林,2022-07-29 03:00,26.7,,1.2,79,,2
146,傈林,2022-07-29 04:00,26.4,,1.1,80,,7
146,傈林,2022-07-29 05:00,25.9,,.4,81,,4
146,傈林,2022-07-29 06:00,26.2,,.9,80,,4
146,傈林,2022-07-29 07:00,27.5,,.8,75,,0
146,傈林,2022-07-29 08:00,29.6,,.5,66,,0
146,傈林,2022-07-29 09:00,30.8,,1.3,65,,0
146,傈林,2022-07-29 10:00,32.1,,1.3,63,,1
146,傈林,2022-07-29 11:00,33.1,,1.4,58,,1
146,傈林,2022-07-29 12:00,33.3,,1.6,54,,6
146,傈林,2022-07-29 13:00,33.3,,2.1,52,,4
146,傈林,2022-07-29 14:00,35,,2,47,,5
146,傈林,2022-07-29 15:00,33.5,,1.8,52,,8
146,傈林,2022-07-29 16:00,33.5,,2.9,52,,6
146,傈林,2022-07-29 17:00,34.6,,1.6,52,,7
146,傈林,2022-07-29 18:00,33.8,,1.7,52,,8
146,傈林,2022-07-29 19:00,32.9,,2.1,56,,7
146,傈林,2022-07-29 20:00,31.6,,1.6,64,,3
146,傈林,2022-07-29 21:00,30.8,,1.6,65,,2
146,傈林,2022-07-29 22:00,30.6,,1.4,66,,3
146,傈林,2022-07-29 23:00,29.7,,1.3,70,,2
146,傈林,2022-07-30 00:00,29.1,,.5,72,,2
146,傈林,2022-07-30 01:00,28.2,,.2,73,,3
146,傈林,2022-07-30 02:00,27,,1.4,77,,3
146,傈林,2022-07-30 03:00,26.6,,1.2,77,,3
146,傈林,2022-07-30 04:00,25.9,,1.3,79,,3
146,傈林,2022-07-30 05:00,25.8,,1.7,80,,2
146,傈林,2022-07-30 06:00,25.2,,1.3,83,,3
146,傈林,2022-07-30 07:00,27.2,,1.1,75,,0
146,傈林,2022-07-30 08:00,28.7,,1.7,71,,1
146,傈林,2022-07-30 09:00,30.6,,3,64,,2
146,傈林,2022-07-30 10:00,31.5,,3,58,,7
146,傈林,2022-07-30 11:00,31.1,,3.3,58,,9
146,傈林,2022-07-30 12:00,31.5,,4.2,59,,9
146,傈林,2022-07-30 13:00,30.7,0,2.5,64,,10
146,傈林,2022-07-30 14:00,29.7,0,2.6,68,,10
146,傈林,2022-07-30 15:00,29.2,0,2.6,71,,10
146,傈林,2022-07-30 16:00,29.2,.1,2.4,72,,10
146,傈林,2022-07-30 17:00,29.4,,2.4,71,,10
146,傈林,2022-07-30 18:00,29.4,,2.1,71,,9
146,傈林,2022-07-30 19:00,29.6,,2.3,69,,10
146,傈林,2022-07-30 20:00,28.4,,1.8,74,,7
146,傈林,2022-07-30 21:00,28.9,,1.5,69,,7
146,傈林,2022-07-30 22:00,27.4,,1.2,79,,7
146,傈林,2022-07-30 23:00,29.2,,2.5,66,,9
146,傈林,2022-07-31 00:00,28.8,0,2.2,69,,10
146,傈林,2022-07-31 01:00,28.8,0,1.4,70,,10
146,傈林,2022-07-31 02:00,26.6,.5,1.1,86,,10
146,傈林,2022-07-31 03:00,25.7,1.1,.9,91,,10
146,傈林,2022-07-31 04:00,25,2.5,2,95,,10
146,傈林,2022-07-31 05:00,24.9,,1.1,95,,10
146,傈林,2022-07-31 06:00,25.7,0,.4,92,,10
146,傈林,2022-07-31 07:00,25.8,1.3,.8,91,,9
146,傈林,2022-07-31 08:00,26.5,0,.4,92,,9
146,傈林,2022-07-31 09:00,26.5,.3,.6,92,,10
146,傈林,2022-07-31 10:00,27.7,0,.3,88,,9
